Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/logout-post,1000,0,0,1,1,1,0,1,0.000%,167.98253,40.36,132.22
TOTAL,1000,0,0,1,1,1,0,1,0.000%,167.98253,40.36,132.22
