Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/login-post,1000,1759,1740,2220,2427,2741,433,3090,0.000%,12.71003,1.71,9.99
TOTAL,1000,1759,1740,2220,2427,2741,433,3090,0.000%,12.71003,1.71,9.99
